book_id,books_count,authors,original_publication_year,title,average_rating,ratings_count
3677,24,Cinda Williams Chima,2011.0,"The Gray Wolf Throne (Seven Realms, #3)",4.39,31763
3687,39,Rachel Caine,2008.0,"Lord of Misrule (The Morganville Vampires, #5)",4.18,38874
3712,59,Suzanne Collins,2004.0,"Gregor and the Prophecy of Bane (Underland Chronicles, #2)",4.17,29586
3714,36,Maureen Johnson,2011.0,"The Name of the Star (Shades of London, #1)",3.9,22842
3718,26,Laurie Halse Anderson,2008.0,"Chains (Seeds of America, #1)",4.09,32493
3721,18,Julie Anne Peters,2007.0,Keeping You a Secret,3.98,25864
3723,31,E. Lockhart,2008.0,The Disreputable History of Frankie Landau-Banks,3.82,35300
3728,28,Frank Beddor,2004.0,"The Looking Glass Wars (The Looking Glass Wars, #1)",3.93,34581
3739,41,Madeleine L'Engle,1986.0,"Many Waters (A Wrinkle in Time Quintet, #4)",4.01,33049
3742,98,Michael Morpurgo,1982.0,"War Horse (War Horse, #1)",4.13,24952
3753,6,J.K. Rowling,2005.0,"Harry Potter Collection (Harry Potter, #1-6)",4.73,24618
3769,51,Jenny Nimmo,2002.0,"Midnight for Charlie Bone (The Children of the Red King, #1)",3.79,32917
3770,37,"Amie Kaufman, Jay Kristoff",2015.0,"Illuminae (The Illuminae Files, #1)",4.32,44500
3777,35,Michael  Grant,2012.0,"Fear (Gone, #5)",4.25,33178
3781,27,Aimee Carter,2011.0,"The Goddess Test (Goddess Test, #1)",3.83,44328
3783,21,Anna Carey,2011.0,"Eve (Eve, #1)",3.69,34746
3790,33,Karen Cushman,1995.0,The Midwife's Apprentice,3.71,33217
3793,26,Richelle Mead,2014.0,"Silver Shadows (Bloodlines, #5)",4.37,38152
3796,10,Ellen Hopkins,2009.0,"Tricks (Tricks, #1)",4.29,28687
3826,70,Susan Cooper,1965.0,"Over Sea, Under Stone (The Dark Is Rising, #1)",3.85,34020
3830,30,Sharon Creech,2001.0,"Love That Dog (Jack, #1)",4.01,30254
3846,31,"Jodi Picoult, Samantha van Leer",2012.0,"Between the Lines (Between the Lines, #1)",3.58,29791
3860,29,"Patricia C. Wrede, Peter de Sève",1991.0,"Searching for Dragons (Enchanted Forest Chronicles, #2)",4.25,35016
3862,27,"Rachel Caine, Cynthia Holloway",2010.0,"Kiss of Death (The Morganville Vampires, #8)",4.22,33464
3871,52,Judy Blume,1972.0,Otherwise Known as Sheila the Great (Fudge #2),3.94,31847
3879,41,Gayle Forman,2013.0,"Just One Year (Just One Day, #2)",3.9,31517
3886,41,Theodore Taylor,1969.0,"The Cay (The Cay, #1)",3.74,25832
3888,14,Justina Chen,2009.0,North of Beautiful,3.92,32034
3895,22,Julia Hoban,2009.0,Willow,3.94,28342
3901,58,Lissa Price,2012.0,"Starters (Starters, #1)",3.91,32143
3904,166,L.M. Montgomery,1939.0,"Anne of Ingleside (Anne of Green Gables, #6)",4.05,36641
3910,42,"Dave Barry, Ridley Pearson, Greg Call",2006.0,"Peter and the Shadow Thieves (Peter and the Starcatchers, #2)",4.15,29555
3919,24,Laurie Halse Anderson,2007.0,Twisted,3.83,29573
3943,24,Simone Elkeles,2007.0,"Leaving Paradise (Leaving Paradise, #1)",4.02,37323
3947,38,"Trenton Lee Stewart, Diana Sudyka",2008.0,"The Mysterious Benedict Society and the Perilous Journey (The Mysterious Benedict Society, #2)",4.19,31395
3956,30,Lauren DeStefano,2012.0,"Fever (The Chemical Garden, #2)",3.79,37188
3968,41,Eoin Colfer,2012.0,"The Last Guardian (Artemis Fowl, #8)",4.15,34459
3970,28,Rachel Caine,2010.0,"Ghost Town (The Morganville Vampires, #9)",4.27,31362
3974,45,Anne McCaffrey,1977.0,"Dragonsinger (Harper Hall, #2)",4.26,31874
3991,27,Sarah Weeks,2004.0,So B. It,4.1,26658
3992,30,Margaret Peterson Haddix,2008.0,"Found (The Missing, #1)",3.97,30807
3999,26,Brandon Mull,2011.0,"A World Without Heroes (Beyonders, #1)",4.07,27160
4000,43,John Flanagan,2008.0,"The Kings of Clonmel (Ranger's Apprentice, #8)",4.29,30299
4002,43,Pittacus Lore,2014.0,"The Revenge of Seven (Lorien Legacies, #5)",4.28,26075
4007,24,Melissa de la Cruz,2010.0,"Misguided Angel (Blue Bloods, #5)",3.93,33454
4014,137,L.M. Montgomery,1923.0,"Emily of New Moon (Emily, #1)",4.09,33317
4021,40,"Jay Asher, Carolyn Mackler",2011.0,The Future of Us,3.58,32986
4024,20,Suzanne Young,2013.0,"The Program (The Program, #1)",4.07,30517
4028,15,Jennifer Echols,2009.0,Going Too Far,3.93,35071
4033,24,Sarah Dessen,2013.0,The Moon and More,3.63,29896
4036,50,"Kathy Reichs, Brendan Reichs",2010.0,"Virals (Virals, #1)",3.94,30226
4052,62,V.C. Andrews,1984.0,"Seeds of Yesterday (Dollanganger, #4)",3.81,27307
4068,352,Jean Webster,1912.0,"Daddy-Long-Legs (Daddy-Long-Legs, #1)",4.09,20889
4069,26,Edith Pattou,2003.0,East,4.14,30596
4076,36,Melissa Marr,2009.0,"Fragile Eternity (Wicked Lovely, #3)",3.83,37303
4087,42,Meg Cabot,2005.0,Avalon High,3.8,37402
4088,35,Stephenie Meyer,2011.0,"The Twilight Saga: The Official Illustrated Guide (Twilight, #4.5)",4.23,24065
4092,19,Megan McCafferty,2001.0,"Sloppy Firsts (Jessica Darling, #1)",3.94,31757
4093,37,Matthew Quick,2013.0,"Forgive Me, Leonard Peacock",3.93,27647
4094,31,Richard Peck,1998.0,"A Long Way from Chicago (A Long Way from Chicago, #1)",3.92,27642
4097,17,"Mariko Tamaki, Jillian Tamaki",2014.0,This One Summer,3.67,29592
4114,25,Lisi Harrison,2004.0,"The Clique (The Clique, #1)",3.6,27783
4125,18,Cinda Williams Chima,2008.0,"The Dragon Heir (The Heir Chronicles, #3)",4.14,28845
4126,11,Ellen Hopkins,2010.0,"Fallout (Crank, #3)",4.29,25592
4132,66,Darren Shan,2000.0,"Tunnels of Blood (Cirque Du Freak, #3)",4.14,26287
4135,18,Michelle Hodkin,2014.0,"The Retribution of Mara Dyer (Mara Dyer, #3)",4.14,35910
4142,25,Ally Carter,2011.0,"Uncommon Criminals (Heist Society, #2)",4.15,35104
4143,14,Kasie West,2014.0,On the Fence,4.04,30934
4145,31,Jerry Spinelli,2007.0,"Love, Stargirl (Stargirl, #2)",3.8,30515
4156,28,Rachel Vincent,2009.0,"My Soul to Take (Soul Screamers, #1)",3.88,35680
4158,26,Brodi Ashton,2012.0,"Everneath (Everneath, #1)",3.76,36153
4165,22,Kasie West,2015.0,The Fill-In Boyfriend,3.92,31656
4166,74,Meg Rosoff,2004.0,How I Live Now,3.58,28896
4167,39,Garth Nix,2003.0,"Mister Monday (The Keys to the Kingdom, #1)",3.77,28430
4188,49,Karen Cushman,1994.0,"Catherine, Called Birdy",3.7,31185
4193,18,Rae Carson,2012.0,"The Crown of Embers (Fire and Thorns, #2)",4.2,32885
4194,23,Tamora Pierce,2000.0,"Page (Protector of the Small, #2)",4.22,33405
4195,14,Kiera Cass,2014.0,"The Guard (The Selection, #2.5)",3.75,32401
4196,58,"Esther Forbes, Lynd Ward",1943.0,Johnny Tremain,3.62,30157
4204,48,Aprilynne Pike,2009.0,"Spells (Wings, #2)",3.99,34331
4214,38,Linda Sue Park,2001.0,A Single Shard,3.87,27345
4223,25,Melissa Marr,2010.0,"Radiant Shadows (Wicked Lovely, #4)",3.97,33385
4226,35,Veronica Rossi,2014.0,"Into the Still Blue (Under the Never Sky, #3)",4.17,33983
4230,40,D.J. MacHale,2003.0,"The Lost City of Faar (Pendragon, #2)",4.16,25401
4233,25,Shannon Hale,2004.0,"Enna Burning (The Books of Bayern, #2)",3.97,31710
4234,38,Meg Cabot,2005.0,"Twilight (The Mediator, #6)",4.26,32489
4236,59,"Beverly Cleary, Paul O. Zelinsky",1983.0,"Dear Mr. Henshaw (Leigh Botts, #1)",3.7,28979
4255,48,Sabaa Tahir,2016.0,"A Torch Against the Night (An Ember in the Ashes, #2)",4.34,30535
4256,25,Gary D. Schmidt,2007.0,The Wednesday Wars,4.06,26847
4275,60,Lloyd Alexander,1967.0,Taran Wanderer (The Chronicles of Prydain #4),4.14,29544
4279,24,Susan Beth Pfeffer,2008.0,"The Dead and the Gone (Last Survivors, #2)",3.84,28910
4288,43,Jennifer Donnelly,2003.0,A Northern Light,3.83,29018
4297,2,Harry Gregson-Williams,2006.0,"Piano/Vocal/Guitar Sheet Music: The Chronicles of Narnia: The Lion, the Witch and The Wardrobe",4.32,17866
4299,26,Marie Rutkoski,2015.0,"The Winner's Crime (The Winner's Trilogy, #2)",4.17,31721
4311,23,Margaret Peterson Haddix,1999.0,"Just Ella (The Palace Chronicles, #1)",3.75,27884
4314,15,Kate Brian,2005.0,Megan Meade's Guide to the McGowan Boys,3.93,29726
4318,38,Patrick Ness,2013.0,More Than This,4.03,21512
4329,25,Jonathan Maberry,2010.0,"Rot & Ruin (Rot & Ruin, #1)",4.1,25526
4339,43,Colleen Houck,2011.0,"Tiger's Quest (The Tiger Saga, #2)",4.34,28303
4343,41,Anna Godbersen,2008.0,"Rumors (Luxe, #2)",3.85,31018
4345,83,Meg Cabot,2002.0,"Princess in Waiting (The Princess Diaries, #4)",3.66,33327
4350,24,Claudia Gray,2014.0,"A Thousand Pieces of You (Firebird, #1)",3.94,28422
4351,26,Patricia Reilly Giff,2002.0,Pictures of Hollis Woods,4.0,23708
4355,33,Heather Brewer,2007.0,"Eighth Grade Bites (The Chronicles of Vladimir Tod, #1)",3.92,28119
4357,33,Annette Curtis Klause,1997.0,Blood and Chocolate,3.77,33500
4372,38,Barry Lyga,2012.0,"I Hunt Killers (Jasper Dent, #1)",4.02,25487
4381,45,Nicola Yoon,2016.0,The Sun Is Also a Star,4.14,42363
4393,35,Bree Despain,2009.0,"The Dark Divine (The Dark Divine, #1)",3.81,33209
4396,23,"Patricia C. Wrede, Peter de Sève",1993.0,"Calling on Dragons (Enchanted Forest Chronicles, #3)",4.2,33925
4408,31,Josephine Angelini,2012.0,"Dreamless (Starcrossed, #2)",4.2,30424
4424,24,Sherrilyn Kenyon,2010.0,"Infinity (Chronicles of Nick, #1)",4.04,31598
4436,22,Sara Shepard,2011.0,"Twisted (Pretty Little Liars, #9)",4.05,24251
4445,66,Lloyd Alexander,1966.0,The Castle of Llyr (The Chronicles of Prydain #3),4.07,27425
4446,30,Rachel Caine,2009.0,"Fade Out (The Morganville Vampires, #7)",4.2,32918
4456,56,Lauren Kate,2012.0,"Fallen in Love (Fallen, #3.5)",3.77,30759
4458,32,D.J. MacHale,2003.0,"The Never War (Pendragon, #3)",4.12,24219
4460,41,Brian Jacques,1990.0,"Mattimeo (Redwall, #3)",4.02,26345
4474,72,Sally Green,2014.0,"Half Bad (The Half Bad Trilogy, #1)",3.8,26913
4476,52,"William H. Armstrong, James Barkley",1969.0,Sounder,3.96,24061
4492,42,"Scott Westerfeld, Keith Thompson",2010.0,"Behemoth (Leviathan, #2)",4.18,30049
4514,56,Darren Shan,2001.0,"Vampire Mountain (Cirque Du Freak, #4)",4.16,23847
4525,46,Elizabeth George Speare,1983.0,The Sign of the Beaver,3.77,20450
4534,53,Susan Cooper,1977.0,"Silver on the Tree (The Dark is Rising, #5)",4.16,25818
4541,13,Gary D. Schmidt,2011.0,Okay for Now,4.19,24254
4559,23,Carrie Jones,2010.0,"Entice (Need, #3)",4.03,28584
4562,19,Melissa Marr,2011.0,"Darkest Mercy (Wicked Lovely, #5)",4.11,29069
4572,51,Kass Morgan,2013.0,"The 100 (The 100, #1)",3.56,26762
4573,51,Alexandra Adornetto,2011.0,"Hades (Halo, #2)",3.97,27679
4577,21,Gabrielle Zevin,2007.0,Memoirs of a Teenage Amnesiac,3.7,28373
4578,31,"Brian Jacques, Gary Chalk",1992.0,"Salamandastron (Redwall, #5)",4.05,23723
4580,29,Holly Black,2007.0,"Ironside (Modern Faerie Tales, #3)",4.04,29416
4581,34,Melina Marchetta,2008.0,"Finnikin of the Rock (Lumatere Chronicles, #1)",3.93,29401
4587,27,Kiersten White,2011.0,"Supernaturally (Paranormalcy, #2)",3.92,32807
4596,21,Richard Paul Evans,2011.0,"The Prisoner of Cell 25 (Michael Vey, #1)",4.19,24672
4599,16,Cinda Williams Chima,2012.0,"The Crimson Crown (Seven Realms, #4)",4.48,27279
4612,24,"Edward Bloor, Danny De Vito",1997.0,Tangerine,3.61,23053
4623,24,Rysa Walker,2012.0,"Timebound (The Chronos Files, #1)",3.87,22031
4644,51,Alison Goodman,2011.0,"Eona: The Last Dragoneye (Eon, #2)",4.12,29756
4645,292,Louisa May Alcott,1874.0,"Eight Cousins (Eight Cousins, #1)",4.02,27612
4650,58,Susan Cooper,1975.0,"The Grey King (The Dark Is Rising, #4)",4.18,28027
4655,5,Claire LaZebnik,2011.0,Epic Fail,3.73,29207
4665,28,D.J. MacHale,2007.0,"The Pilgrims of Rayne (Pendragon, #8)",4.14,21540
4667,32,Anthony Horowitz,2011.0,Scorpia Rising (Alex Rider #9),4.29,23268
4669,54,Meg Cabot,2008.0,"Forever Princess (The Princess Diaries, #10)",4.08,28127
4675,43,Anthony Horowitz,2009.0,"Crocodile Tears (Alex Rider, #8)",4.18,23068
4698,282,L.M. Montgomery,1921.0,"Rilla of Ingleside (Anne of Green Gables, #8)",4.16,29277
4705,23,Ann Aguirre,2012.0,"Outpost (Razorland, #2)",4.12,25650
4710,31,Gail Carriger,2013.0,"Etiquette & Espionage (Finishing School, #1)",3.79,29821
4712,29,Tamora Pierce,1997.0,"Sandry's Book (Circle of Magic, #1)",3.99,30169
4720,49,Suzanne Collins,2006.0,"Gregor and the Marks of Secret (Underland Chronicles, #4)",4.21,23727
4745,22,Brandon Sanderson,2013.0,"Mitosis (The Reckoners, #1.5)",3.87,17250
4750,22,Linda Sue Park,2010.0,A Long Walk to Water: Based on a True Story,4.23,21593
4751,33,Michael  Grant,2013.0,"Light (Gone, #6)",4.4,23730
4761,19,C.C. Hunter,2012.0,"Whispers at Moonrise (Shadow Falls, #4)",4.38,28430
4770,27,David Levithan,2013.0,Two Boys Kissing,4.11,24587
4775,17,Tamora Pierce,2009.0,"Bloodhound (Beka Cooper, #2)",4.26,29414
4782,48,Angie Sage,2009.0,"Syren (Septimus Heap, #5)",4.1,25245
4800,47,Clive Barker,1992.0,The Thief of Always,4.18,19799
4815,45,Judy Blume,1974.0,Blubber,3.78,25402
4819,32,Meg Cabot,2008.0,"Airhead (Airhead, #1)",3.77,32457
4821,29,Beth Fantaskey,2000.0,"Jessica's Guide to Dating on the Dark Side (Jessica, #1)",3.85,32763
4830,27,Richelle Mead,2015.0,"The Ruby Circle (Bloodlines, #6)",4.22,29260
4907,20,Mike Lupica,2006.0,Heat,3.97,16579
4911,23,"Rick Riordan, Tk",2009.0,"Percy Jackson and the Olympians Boxed Set (Percy Jackson and the Olympians, #1-5)",4.57,19555
4916,59,Darren Shan,2001.0,"Trials of Death (Cirque Du Freak, #5)",4.25,22157
4925,54,Terry Pratchett,2008.0,Nation,4.05,22466
4934,27,Kathryn Erskine,2010.0,Mockingbird,4.18,21138
4937,25,Zilpha Keatley Snyder,1967.0,"The Egypt Game (Game, #1)",3.81,26657
4950,45,Ruta Sepetys,2013.0,Out of the Easy,4.05,25913
4965,43,S.E. Hinton,1971.0,"That Was Then, This Is Now",3.89,22946
4977,27,Ann Brashares,2011.0,"Sisterhood Everlasting (Sisterhood, #5)",3.9,25849
4985,25,"Patricia C. Wrede, Peter de Sève",1985.0,"Talking to Dragons (Enchanted Forest Chronicles, #4)",4.19,27948
4987,36,"Neil Gaiman, Chris Riddell",2014.0,The Sleeper and the Spindle,3.9,20889
5016,35,Neal Shusterman,2006.0,"Everlost (Skinjacker, #1)",3.94,24506
5018,63,"John Grisham, Richard Thomas",2010.0,"Theodore Boone: Kid Lawyer (Theodore Boone, #1)",3.72,19284
5020,30,Richard Peck,2000.0,"A Year Down Yonder (A Long Way from Chicago, #2)",4.1,23310
5022,106,Carlos Ruiz Zafón,1999.0,Marina,3.99,18260
5025,42,Colleen Houck,2011.0,"Tiger's Voyage (The Tiger Saga, #3)",4.35,24495
5029,45,Louise Rennison,2001.0,"Knocked Out by My Nunga-Nungas (Confessions of Georgia Nicolson, #3)",3.97,24077
5032,20,Libba Bray,2009.0,Going Bovine,3.65,26259
5034,36,Carrie Ryan,2010.0,"The Dead-Tossed Waves (The Forest of Hands and Teeth, #2)",3.91,26347
5036,30,Clare Vanderpool,2010.0,Moon Over Manifest,4.02,23298
5038,3,"Jessica Anthony, Rodrigo Corral",2012.0,Chopsticks,3.72,18375
5040,46,James Dashner,2013.0,"The Eye of Minds (The Mortality Doctrine, #1)",3.85,22637
5045,93,"Isabel Allende, Margaret Sayers Peden",2002.0,"City of the Beasts (Eagle and Jaguar, #1)",3.69,15497
5048,45,Meg Cabot,2003.0,"Haunted (The Mediator, #5)",4.15,29460
5049,45,Anne McCaffrey,1979.0,"Dragondrums (Harper Hall, #3)",4.04,25473
5078,30,Lauren Conrad,2009.0,"L.A. Candy (L.A. Candy, #1)",3.36,21910
5079,47,Kiera Cass,2009.0,The Siren,3.78,21740
5085,40,Patrick Ness,2015.0,The Rest of Us Just Live Here,3.76,23412
5105,31,Jennifer E. Smith,2014.0,The Geography of You and Me,3.68,22368
5106,46,L.A. Weatherly,2010.0,"Angel (Angel, #1)",3.89,22262
5107,23,Brandon Mull,2012.0,"Seeds of Rebellion (Beyonders, #2)",4.25,20291
5118,17,Marissa Meyer,2016.0,"Stars Above (The Lunar Chronicles, #4.5)",4.27,29333
5136,30,D.J. MacHale,2005.0,"The Rivers of Zadaa (Pendragon, #6)",4.19,20264
5148,12,Courtney Allison Moulton,2011.0,"Angelfire (Angelfire, #1)",3.93,27704
5159,66,Darren Shan,2002.0,"The Vampire Prince (Cirque Du Freak, #6)",4.23,20877
5169,11,Ellen Hopkins,2011.0,"Perfect (Impulse, #2)",4.35,21089
5184,39,"Stephanie Perkins, Holly Black, Ally Carter, Matt de la Pena, Gayle Forman, Jenny Han, David Levithan, Kelly Link, Myra McEntire, Rainbow Rowell, Laini Taylor, Kiersten White",2014.0,My True Love Gave to Me: Twelve Holiday Stories,3.73,22480
5193,17,Melissa de la Cruz,2011.0,"Lost in Time (Blue Bloods, #6)",4.05,23154
5194,49,Meg Cabot,2001.0,"Ninth Key (The Mediator, #2)",4.07,29922
5199,46,Jacqueline Kelly,2009.0,"The Evolution of Calpurnia Tate (Calpurnia Tate, #1)",3.97,22291
5200,18,Katie Alender,2009.0,"Bad Girls Don't Die (Bad Girls Don't Die, #1)",4.07,18862
5221,19,Shannon Hale,2006.0,"River Secrets (The Books of Bayern, #3)",4.03,27399
5224,40,Aprilynne Pike,2011.0,"Illusions (Wings, #3)",4.12,26291
5259,35,Marissa Meyer,2016.0,Heartless,4.06,33348
5260,44,Paul Zindel,1968.0,"The Pigman (The Pigman, #1)",3.58,21278
5262,33,Meg Cabot,2011.0,"Abandon (Abandon, #1)",3.71,30934
5267,38,Robert Muchamore,2004.0,"The Recruit (Cherub, #1)",4.22,19679
5271,32,Amanda Hocking,2010.0,"My Blood Approves (My Blood Approves, #1)",3.83,21707
5278,18,Simone Elkeles,2010.0,"Return to Paradise (Leaving Paradise, #2)",4.05,29043
5279,39,Jasmine Warga,2015.0,My Heart and Other Black Holes,4.02,22311
5281,31,Heather Brewer,2008.0,"Ninth Grade Slays (The Chronicles of Vladimir Tod, #2)",4.14,20198
5308,31,Joelle Charbonneau,2014.0,"Independent Study (The Testing, #2)",3.97,20593
5320,26,A.S. King,2010.0,Please Ignore Vera Dietz,3.91,21728
5321,57,"Joseph Delaney, Patrick  Arrasmith",2005.0,"Curse of the Bane (The Last Apprentice / Wardstone Chronicles, #2)",4.1,18513
5322,72,L.J. Smith,1991.0,"The Struggle (The Vampire Diaries, #2)",3.5,23840
5328,29,Jennifer A. Nielsen,2013.0,"The Runaway King (The Ascendance Trilogy, #2)",4.23,24032
5338,19,Susan Beth Pfeffer,2010.0,"This World We Live In (Last Survivors, #3)",3.81,23711
5342,59,"James Patterson, Ned Rust",2010.0,"The Gift (Witch & Wizard, #2)",3.78,17070
5345,35,Holly Black,2010.0,"White Cat (Curse Workers, #1)",3.81,29444
5350,32,Lauren Oliver,2015.0,Vanishing Girls,3.59,19508
5352,39,"Angie Sage, Mark Zug",2011.0,"Darke (Septimus Heap, #6)",4.23,21322
5362,22,Susane Colasanti,2009.0,Waiting For You,3.84,20236
5372,50,Meg Cabot,2001.0,"Reunion (The Mediator, #3)",4.09,28944
5383,40,Meg Cabot,2001.0,"Darkest Hour (The Mediator, #4)",4.16,28104
5390,26,D.J. MacHale,2009.0,"The Soldiers of Halla (Pendragon, #10)",4.27,19502
5391,35,E. Lockhart,2005.0,"The Boyfriend List: 15 Guys, 11 Shrink Appointments, 4 Ceramic Frogs and Me, Ruby Oliver (Ruby Oliver, #1)",3.49,22687
5393,7,Veronica Roth,2014.0,"The Initiate (Divergent, #0.2)",4.2,15505
5402,75,Meg Cabot,2003.0,"Princess in Pink (The Princess Diaries, #5)",3.69,27057
5403,18,Ellen Schreiber,2008.0,"The Coffin Club (Vampire Kisses, #5)",4.06,22257
5406,19,Catherine Gilbert Murdock,2006.0,"Dairy Queen (Dairy Queen, #1)",3.73,23306
5432,16,Malinda Lo,2009.0,Ash,3.62,14513
5434,14,Megan McCafferty,2003.0,"Second Helpings (Jessica Darling, #2)",4.08,23180
5436,25,Carolyn Mackler,2003.0,"The Earth, My Butt, and Other Big Round Things",3.77,21129
5440,22,Andrew Clements,2002.0,"Things Not Seen (Things, #1)",3.88,21478
5444,51,Eoin Colfer,2004.0,The Supernaturalist,3.85,23010
5452,14,Gordon Korman,2000.0,Schooled,3.82,20411
5455,38,Gary Paulsen,1996.0,"Brian's Winter (Brian's Saga, #3)",3.98,16861
5458,308,Louisa May Alcott,1886.0,"Jo's Boys (Little Women, #3)",3.8,23877
5463,55,Susan Cooper,1974.0,"Greenwitch (The Dark Is Rising, #3)",4.0,21364
5465,18,Elizabeth Chandler,1995.0,"Kissed by an Angel/The Power of Love/Soulmates (Kissed by an Angel, #1-3)",4.08,21813
5469,65,Clive Barker,2002.0,"Abarat (Abarat, #1)",4.08,20460
5473,36,Claudia Gray,2011.0,"Afterlife (Evernight, #4)",3.8,23780
5474,78,Nick Hornby,2007.0,Slam,3.27,17393
5475,23,Robin LaFevers,2013.0,"Dark Triumph (His Fair Assassin, #2)",4.15,28133
5476,13,Kwame Alexander,2014.0,The Crossover,4.22,21249
5489,25,Aimee Carter,2012.0,"Goddess Interrupted (Goddess Test, #2)",4.02,26286
5497,64,Darren Shan,2002.0,"Hunters of the Dusk (Cirque Du Freak, #7)",4.17,19326
5500,52,Katherine Paterson,1980.0,Jacob Have I Loved,3.64,24920
5504,31,D.J. MacHale,2004.0,"Black Water (Pendragon, #5)",4.16,19634
5526,38,Carl Hiaasen,2005.0,Flush,3.86,20076
5532,26,Marieke Nijkamp,2016.0,This Is Where It Ends,3.63,23764
5535,25,Rebecca Stead,2012.0,Liar & Spy,3.81,18990
5539,33,Meg Cabot,2009.0,"Being Nikki (Airhead, #2)",3.87,25531
5541,15,Margaret Peterson Haddix,2001.0,"Among the Impostors (Shadow Children, #2)",4.05,21629
5542,7,Christopher Pike,2010.0,"Thirst No. 3: The Eternal Dawn (Thirst, #3)",4.14,17343
5544,17,Kristen Simmons,2012.0,"Article 5 (Article 5, #1)",3.78,23732
5552,36,Jordan Sonnenblick,2004.0,"Drums, Girls & Dangerous Pie (Drums, Girls & Dangerous Pie, #1)",4.25,18551
5565,57,Darren Shan,2002.0,"Allies of the Night (Cirque du Freak, #8)",4.19,18649
5567,273,L.M. Montgomery,1919.0,"Rainbow Valley (Anne of Green Gables, #7)",4.0,27353
5574,33,Jennifer Donnelly,2010.0,Revolution,4.02,20607
5582,31,Garth Nix,2004.0,"Drowned Wednesday (The Keys to the Kingdom, #3)",3.85,21267
5585,37,"James Patterson, Maxine Paetro",2012.0,"Confessions of a Murder Suspect (Confessions, #1)",3.89,19223
5589,36,Jerry Spinelli,2003.0,Milkweed,4.0,19461
5597,34,Amy Ewing,2014.0,"The Jewel (The Lone City, #1)",3.86,21247
5632,42,Diana Wynne Jones,1990.0,"Castle in the Air (Howl's Moving Castle, #2)",3.93,22964
5633,14,Jude Watson,2011.0,"A King's Ransom (The 39 Clues: Cahills vs. Vespers, #2)",4.14,18168
5636,20,Elizabeth Scott,2008.0,Living Dead Girl,3.83,22014
5645,24,Holly Black,2015.0,The Darkest Part of the Forest,3.91,22992
5652,36,"Scott Westerfeld, Keith Thompson",2011.0,"Goliath (Leviathan, #3)",4.25,23911
5660,23,Beth Revis,2013.0,"Shades of Earth (Across the Universe, #3)",4.11,24612
5661,77,Ursula K. Le Guin,1990.0,"Tehanu (Earthsea Cycle, #4)",3.89,19503
5662,36,Amy Tintera,2013.0,"Reboot (Reboot, #1)",3.92,23300
5697,19,Heather Dixon,2011.0,Entwined,3.87,28950
5708,29,Ben Mikaelsen,1997.0,"Touching Spirit Bear (Spirit Bear, #1)",3.85,17706
5712,32,Kiera Cass,2014.0,"The Selection Stories: The Prince & The Guard (The Selection, #0.5, 2.5)",4.03,23695
5722,56,"Joseph Delaney, Patrick  Arrasmith",2007.0,"Night of the Soul Stealer (The Last Apprentice / Wardstone Chronicles, #3)",4.12,18279
5724,9,Jennifer Echols,2010.0,"Endless Summer (The Boys Next Door, #1-2)",4.02,18438
5729,10,Kelly Creagh,2010.0,"Nevermore (Nevermore, #1)",3.87,24570
5732,44,"Jonathan Stroud, Simon  Jones",2010.0,"The Ring of Solomon (Bartimaeus, #0.5)",4.19,18809
5755,32,Holly Black,2002.0,Valiant (Modern Faerie Tales #2),3.92,26108
5793,12,Mary E. Pearson,2015.0,"The Heart of Betrayal (The Remnant Chronicles, #2)",4.32,24104
5803,20,Ellen Schreiber,2007.0,"Dance with a Vampire (Vampire Kisses, #4)",4.01,22119
5805,28,Tamora Pierce,1998.0,"Tris's Book (Circle of Magic, #2)",4.07,24511
5810,44,Scott Westerfeld,2004.0,"The Secret Hour (Midnighters, #1)",3.8,23933
5813,10,Brandon Mull,2007.0,"The Candy Shop War (The Candy Shop War, #1)",4.03,19619
5815,26,Maggie Stiefvater,2008.0,"Lament: The Faerie Queen's Deception (Books of Faerie, #1)",3.69,26116
5822,95,"Carlos Ruiz Zafón, Lucia Graves",1986.0,"The Prince of Mist (Niebla, #1)",3.66,14381
5827,48,"Laura Ingalls Wilder, Garth Williams",1953.0,"The First Four Years  (Little House, #9)",3.88,24180
5842,26,Renee Ahdieh,2016.0,"The Rose & the Dagger (The Wrath & the Dawn, #2)",4.2,26503
5855,29,Jenny Nimmo,2005.0,"Charlie Bone and the Castle of Mirrors (The Children of the Red King, #4)",3.89,20101
5857,34,Andrea Cremer,2012.0,Bloodrose (Nightshade #3; Nightshade World #6),4.06,23874
5875,14,Rae Carson,2013.0,"The Bitter Kingdom (Fire and Thorns, #3)",4.23,24420
5880,30,Megan Whalen Turner,2000.0,"The Queen of Attolia (The Queen's Thief, #2)",4.23,23813
5890,24,Jeanne DuPrau,2006.0,"The Prophet of Yonwood (Book of Ember, #3)",3.25,22237
5900,41,Julie   Murphy,2015.0,"Dumplin' (Dumplin', #1)",3.87,22176
5913,19,Wendy Mass,2005.0,A Mango-Shaped Space,4.22,20661
5939,30,Laurie Halse Anderson,2014.0,The Impossible Knife of Memory,3.93,20992
5943,10,"Julie Anne Peters, C.J. Bott",2009.0,"By the Time You Read This, I'll Be Dead",3.89,18722
5946,28,D.J. MacHale,2005.0,"The Quillan Games (Pendragon, #7)",4.19,18296
